Store,Date,Month,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
1,13/01/2012,Jan,"1,459,601",0,48.53,3.261,220,7.348
1,20/01/2012,Jan,"1,394,394",0,54.11,3.268,220,7.348
1,27/01/2012,Jan,"1,319,326",0,54.26,3.29,220,7.348
1,03/02/2012,Feb,"1,636,340",0,56.55,3.36,220,7.348
1,10/02/2012,Feb,"1,802,477",1,48.02,3.409,220,7.348
1,17/02/2012,Feb,"1,819,870",0,45.32,3.51,220,7.348
1,24/02/2012,Feb,"1,539,388",0,57.25,3.555,221,7.348
1,02/03/2012,Mar,"1,688,421",0,60.96,3.63,221,7.348
1,09/03/2012,Mar,"1,675,431",0,58.76,3.669,221,7.348
1,16/03/2012,Mar,"1,677,473",0,64.74,3.734,221,7.348
1,23/03/2012,Mar,"1,511,068",0,65.93,3.787,221,7.348
1,30/03/2012,Mar,"1,649,605",0,67.61,3.845,221,7.348
1,06/04/2012,Apr,"1,899,677",0,70.43,3.891,221,7.143
1,13/04/2012,Apr,"1,621,032",0,69.07,3.891,222,7.143
1,20/04/2012,Apr,"1,521,578",0,66.76,3.877,222,7.143
1,27/04/2012,Apr,"1,468,928",0,67.23,3.814,222,7.143
1,04/05/2012,May,"1,684,520",0,75.55,3.749,222,7.143
1,11/05/2012,May,"1,611,096",0,73.77,3.688,222,7.143
1,18/05/2012,May,"1,595,902",0,70.33,3.63,222,7.143
1,25/05/2012,May,"1,555,445",0,77.22,3.561,222,7.143
1,01/06/2012,Jun,"1,624,478",0,77.95,3.501,222,7.143
1,08/06/2012,Jun,"1,697,231",0,78.3,3.452,222,7.143
1,15/06/2012,Jun,"1,630,607",0,79.35,3.393,222,7.143
1,22/06/2012,Jun,"1,527,846",0,78.39,3.346,222,7.143
1,29/06/2012,Jun,"1,540,421",0,84.88,3.286,222,7.143
1,06/07/2012,Jul,"1,769,854",0,81.57,3.227,222,6.908
1,13/07/2012,Jul,"1,527,014",0,77.12,3.256,222,6.908
1,20/07/2012,Jul,"1,497,955",0,80.42,3.311,222,6.908
1,27/07/2012,Jul,"1,439,124",0,82.66,3.407,222,6.908
1,03/08/2012,Aug,"1,631,136",0,86.11,3.417,222,6.908
1,10/08/2012,Aug,"1,592,410",0,85.05,3.494,222,6.908
1,17/08/2012,Aug,"1,597,868",0,84.85,3.571,222,6.908
1,24/08/2012,Aug,"1,494,122",0,77.66,3.62,222,6.908
1,31/08/2012,Aug,"1,582,083",0,80.49,3.638,222,6.908
1,07/09/2012,Sep,"1,661,767",1,83.96,3.73,222,6.908
1,14/09/2012,Sep,"1,517,429",0,74.97,3.717,223,6.908
1,21/09/2012,Sep,"1,506,126",0,69.87,3.721,223,6.908
1,28/09/2012,Sep,"1,437,059",0,76.08,3.666,223,6.908
1,05/10/2012,Oct,"1,670,786",0,68.55,3.617,223,6.573
1,12/10/2012,Oct,"1,573,073",0,62.99,3.601,223,6.573
1,19/10/2012,Oct,"1,508,069",0,67.97,3.594,223,6.573
1,26/10/2012,Oct,"1,493,660",0,69.16,3.506,223,6.573
2,05/02/2010,Feb,"2,136,989",0,40.19,2.572,211,8.324
2,12/02/2010,Feb,"2,137,810",1,38.49,2.548,211,8.324
2,19/02/2010,Feb,"2,124,452",0,39.69,2.514,211,8.324
2,26/02/2010,Feb,"1,865,097",0,46.1,2.561,211,8.324
2,05/03/2010,Mar,"1,991,013",0,47.17,2.625,211,8.324
2,12/03/2010,Mar,"1,990,484",0,57.56,2.667,211,8.324
2,19/03/2010,Mar,"1,946,071",0,54.52,2.72,211,8.324
2,26/03/2010,Mar,"1,750,198",0,51.26,2.732,211,8.324
2,02/04/2010,Apr,"2,066,188",0,63.27,2.719,210,8.2
2,09/04/2010,Apr,"1,954,689",0,65.41,2.77,210,8.2
2,16/04/2010,Apr,"1,874,958",0,68.07,2.808,210,8.2
2,23/04/2010,Apr,"1,821,991",0,65.11,2.795,210,8.2
2,30/04/2010,Apr,"1,802,450",0,66.98,2.78,210,8.2
2,07/05/2010,May,"2,042,582",0,71.28,2.835,210,8.2
2,14/05/2010,May,"1,880,752",0,73.31,2.854,210,8.2
2,21/05/2010,May,"1,896,937",0,74.83,2.826,210,8.2
2,28/05/2010,May,"1,957,114",0,81.13,2.759,211,8.2
2,04/06/2010,Jun,"2,102,540",0,81.81,2.705,211,8.2
2,11/06/2010,Jun,"2,025,539",0,83.4,2.668,211,8.2
2,18/06/2010,Jun,"2,001,637",0,85.81,2.637,211,8.2
2,25/06/2010,Jun,"1,939,927",0,86.26,2.653,211,8.2
2,02/07/2010,Jul,"2,003,941",0,82.74,2.669,211,8.099
2,09/07/2010,Jul,"1,880,903",0,82.59,2.642,211,8.099
2,16/07/2010,Jul,"1,845,880",0,85.32,2.623,211,8.099
2,23/07/2010,Jul,"1,781,718",0,87.66,2.608,211,8.099
2,30/07/2010,Jul,"1,804,246",0,83.49,2.64,211,8.099
2,06/08/2010,Aug,"1,991,910",0,89.53,2.627,211,8.099
2,13/08/2010,Aug,"1,895,601",0,89.05,2.692,211,8.099
2,20/08/2010,Aug,"1,964,335",0,88.7,2.664,211,8.099
2,27/08/2010,Aug,"1,863,840",0,87.12,2.619,211,8.099
2,03/09/2010,Sep,"1,904,608",0,81.83,2.577,211,8.099
2,10/09/2010,Sep,"1,839,129",1,79.09,2.565,211,8.099
2,17/09/2010,Sep,"1,793,904",0,82.05,2.582,211,8.099
2,24/09/2010,Sep,"1,724,557",0,81.79,2.624,211,8.099
2,01/10/2010,Oct,"1,827,440",0,69.24,2.603,211,8.163
2,08/10/2010,Oct,"1,849,921",0,63.19,2.633,211,8.163
2,15/10/2010,Oct,"1,794,355",0,65.8,2.72,211,8.163
2,22/10/2010,Oct,"1,737,948",0,68.5,2.725,212,8.163
2,29/10/2010,Oct,"1,802,755",0,66.24,2.716,212,8.163
2,05/11/2010,Nov,"1,939,061",0,57.85,2.689,212,8.163
2,12/11/2010,Nov,"1,916,813",0,59.69,2.728,212,8.163
2,19/11/2010,Nov,"1,956,739",0,50.81,2.771,212,8.163
2,26/11/2010,Nov,"2,658,725",1,62.98,2.735,211,8.163
2,03/12/2010,Dec,"2,015,781",0,49.33,2.708,211,8.163
2,10/12/2010,Dec,"2,378,727",0,45.5,2.843,211,8.163
2,17/12/2010,Dec,"2,609,167",0,47.55,2.869,211,8.163
2,24/12/2010,Dec,"3,436,008",0,49.97,2.886,211,8.163
2,31/12/2010,Dec,"1,750,435",1,47.3,2.943,211,8.163
2,07/01/2011,Jan,"1,758,051",0,44.69,2.976,211,8.028
2,14/01/2011,Jan,"1,744,194",0,33.02,2.983,211,8.028
2,21/01/2011,Jan,"1,751,385",0,41.4,3.016,211,8.028
2,28/01/2011,Jan,"1,695,372",0,42.83,3.01,212,8.028
2,04/02/2011,Feb,"1,929,346",0,38.25,2.989,212,8.028
2,11/02/2011,Feb,"2,168,042",1,33.19,3.022,213,8.028
2,18/02/2011,Feb,"2,080,885",0,57.83,3.045,213,8.028
2,25/02/2011,Feb,"1,833,511",0,60.8,3.065,213,8.028
2,04/03/2011,Mar,"1,981,608",0,57.77,3.288,213,8.028
2,11/03/2011,Mar,"1,879,107",0,52.7,3.459,214,8.028
2,18/03/2011,Mar,"1,902,558",0,62.32,3.488,214,8.028
2,25/03/2011,Mar,"1,766,162",0,69.42,3.473,214,8.028
2,01/04/2011,Apr,"1,800,171",0,55.43,3.524,214,7.931
2,08/04/2011,Apr,"1,847,553",0,67,3.622,215,7.931
2,15/04/2011,Apr,"1,856,468",0,69.48,3.743,215,7.931
2,22/04/2011,Apr,"1,886,340",0,69.39,3.807,215,7.931
2,29/04/2011,Apr,"1,745,545",0,69.21,3.81,215,7.931
2,06/05/2011,May,"1,837,744",0,61.48,3.906,215,7.931
2,13/05/2011,May,"1,838,513",0,74.61,3.899,216,7.931
2,20/05/2011,May,"1,688,282",0,67.14,3.907,215,7.931
2,27/05/2011,May,"1,797,733",0,76.42,3.786,215,7.931
2,03/06/2011,Jun,"1,933,756",0,83.07,3.699,215,7.931
2,10/06/2011,Jun,"1,929,153",0,83.4,3.648,215,7.931
2,17/06/2011,Jun,"1,953,772",0,86.53,3.637,215,7.931
2,24/06/2011,Jun,"1,790,926",0,85.17,3.594,215,7.931
2,01/07/2011,Jul,"1,866,243",0,85.69,3.524,215,7.852
2,08/07/2011,Jul,"1,853,162",0,87.7,3.48,215,7.852
2,15/07/2011,Jul,"1,785,187",0,89.83,3.575,215,7.852
2,22/07/2011,Jul,"1,743,816",0,89.34,3.651,215,7.852
2,29/07/2011,Jul,"1,680,693",0,90.07,3.682,215,7.852
2,05/08/2011,Aug,"1,876,704",0,93.34,3.684,215,7.852
2,12/08/2011,Aug,"1,812,768",0,91.58,3.638,215,7.852
2,19/08/2011,Aug,"1,844,095",0,89.86,3.554,215,7.852
2,26/08/2011,Aug,"1,821,140",0,90.45,3.523,215,7.852
2,02/09/2011,Sep,"1,809,120",0,89.64,3.533,215,7.852
2,09/09/2011,Sep,"1,748,001",1,77.97,3.546,216,7.852
2,16/09/2011,Sep,"1,691,440",0,78.85,3.526,216,7.852
2,23/09/2011,Sep,"1,669,300",0,75.58,3.467,216,7.852
2,30/09/2011,Sep,"1,650,394",0,78.14,3.355,216,7.852
2,07/10/2011,Oct,"1,837,553",0,69.92,3.285,217,7.441
2,14/10/2011,Oct,"1,743,882",0,71.67,3.274,217,7.441
2,21/10/2011,Oct,"1,834,680",0,64.53,3.353,217,7.441
2,28/10/2011,Oct,"1,769,296",0,65.87,3.372,217,7.441
2,04/11/2011,Nov,"1,959,708",0,55.53,3.332,217,7.441
2,11/11/2011,Nov,"1,920,725",0,59.33,3.297,218,7.441
2,18/11/2011,Nov,"1,902,763",0,62.01,3.308,218,7.441
2,25/11/2011,Nov,"2,614,202",1,56.36,3.236,218,7.441
2,02/12/2011,Dec,"1,954,952",0,48.74,3.172,218,7.441
2,09/12/2011,Dec,"2,290,549",0,41.76,3.158,219,7.441
2,16/12/2011,Dec,"2,432,737",0,50.13,3.159,219,7.441
2,23/12/2011,Dec,"3,224,370",0,46.66,3.112,219,7.441
2,30/12/2011,Dec,"1,874,227",1,44.57,3.129,219,7.441
2,06/01/2012,Jan,"1,799,520",0,46.75,3.157,219,7.057
2,13/01/2012,Jan,"1,744,725",0,45.99,3.261,220,7.057
2,20/01/2012,Jan,"1,711,769",0,51.7,3.268,220,7.057
2,27/01/2012,Jan,"1,660,906",0,50.5,3.29,220,7.057
2,03/02/2012,Feb,"1,935,300",0,55.21,3.36,220,7.057
2,10/02/2012,Feb,"2,103,323",1,46.98,3.409,220,7.057
2,17/02/2012,Feb,"2,196,688",0,43.82,3.51,220,7.057
2,24/02/2012,Feb,"1,861,803",0,54.63,3.555,220,7.057
2,02/03/2012,Mar,"1,952,556",0,58.79,3.63,220,7.057
2,09/03/2012,Mar,"1,937,628",0,57.11,3.669,221,7.057
2,16/03/2012,Mar,"1,976,082",0,63.68,3.734,221,7.057
2,23/03/2012,Mar,"1,790,439",0,64.01,3.787,221,7.057
2,30/03/2012,Mar,"1,857,481",0,66.83,3.845,221,7.057
2,06/04/2012,Apr,"2,129,036",0,68.43,3.891,221,6.891
2,13/04/2012,Apr,"1,935,869",0,68.08,3.891,221,6.891
2,20/04/2012,Apr,"1,847,344",0,65.69,3.877,221,6.891
2,27/04/2012,Apr,"1,764,133",0,67.2,3.814,221,6.891
2,04/05/2012,May,"1,923,957",0,76.73,3.749,221,6.891
2,11/05/2012,May,"1,917,521",0,73.87,3.688,221,6.891
2,18/05/2012,May,"2,000,941",0,71.27,3.63,221,6.891
2,25/05/2012,May,"1,912,791",0,78.19,3.561,221,6.891
2,01/06/2012,Jun,"1,910,092",0,78.38,3.501,221,6.891
2,08/06/2012,Jun,"2,010,216",0,78.69,3.452,221,6.891
2,15/06/2012,Jun,"1,962,924",0,80.56,3.393,221,6.891
2,22/06/2012,Jun,"1,887,733",0,81.04,3.346,221,6.891
2,29/06/2012,Jun,"1,881,046",0,86.32,3.286,221,6.891
2,06/07/2012,Jul,"2,041,507",0,84.2,3.227,222,6.565
2,13/07/2012,Jul,"1,830,075",0,80.17,3.256,222,6.565
2,20/07/2012,Jul,"1,819,666",0,83.23,3.311,222,6.565
2,27/07/2012,Jul,"1,757,924",0,86.37,3.407,222,6.565
2,03/08/2012,Aug,"1,946,105",0,90.22,3.417,222,6.565
2,10/08/2012,Aug,"1,866,720",0,88.55,3.494,222,6.565
2,17/08/2012,Aug,"1,928,016",0,84.79,3.571,222,6.565
2,24/08/2012,Aug,"1,876,788",0,76.91,3.62,222,6.565
2,31/08/2012,Aug,"1,947,083",0,82.64,3.638,222,6.565
2,07/09/2012,Sep,"1,898,777",1,87.65,3.73,222,6.565
2,14/09/2012,Sep,"1,814,807",0,75.88,3.717,222,6.565
2,21/09/2012,Sep,"1,829,416",0,71.09,3.721,222,6.565
2,28/09/2012,Sep,"1,746,471",0,79.45,3.666,223,6.565
2,05/10/2012,Oct,"1,998,321",0,70.27,3.617,223,6.17
2,12/10/2012,Oct,"1,900,745",0,60.97,3.601,223,6.17
2,19/10/2012,Oct,"1,847,990",0,68.08,3.594,223,6.17
2,26/10/2012,Oct,"1,834,458",0,69.79,3.506,223,6.17
3,05/02/2010,Feb,"461,622",0,45.71,2.572,214,7.368
3,12/02/2010,Feb,"420,729",1,47.93,2.548,215,7.368
3,19/02/2010,Feb,"421,642",0,47.07,2.514,215,7.368
3,26/02/2010,Feb,"407,205",0,52.05,2.561,215,7.368
3,05/03/2010,Mar,"415,202",0,53.04,2.625,215,7.368
3,12/03/2010,Mar,"384,201",0,63.08,2.667,215,7.368
3,19/03/2010,Mar,"375,329",0,60.42,2.72,215,7.368
3,26/03/2010,Mar,"359,949",0,57.06,2.732,214,7.368
3,02/04/2010,Apr,"423,294",0,65.56,2.719,214,7.343
3,09/04/2010,Apr,"415,870",0,68,2.77,214,7.343
3,16/04/2010,Apr,"354,993",0,66.98,2.808,214,7.343
3,23/04/2010,Apr,"339,977",0,67.87,2.795,214,7.343
3,30/04/2010,Apr,"361,248",0,70.24,2.78,214,7.343
3,07/05/2010,May,"399,324",0,73.47,2.835,214,7.343
3,14/05/2010,May,"384,358",0,77.18,2.854,214,7.343
3,21/05/2010,May,"343,763",0,75.81,2.826,214,7.343
3,28/05/2010,May,"350,089",0,78.6,2.759,214,7.343
3,04/06/2010,Jun,"396,969",0,78.53,2.705,214,7.343
3,11/06/2010,Jun,"355,017",0,82.1,2.668,215,7.343
3,18/06/2010,Jun,"364,077",0,83.52,2.637,215,7.343
3,25/06/2010,Jun,"357,346",0,83.79,2.653,215,7.343
3,02/07/2010,Jul,"381,152",0,82.2,2.669,215,7.346
3,09/07/2010,Jul,"349,214",0,81.75,2.642,214,7.346
3,16/07/2010,Jul,"352,729",0,84.32,2.623,214,7.346
3,23/07/2010,Jul,"352,864",0,83.32,2.608,215,7.346
3,30/07/2010,Jul,"347,955",0,82.04,2.64,215,7.346
3,06/08/2010,Aug,"402,636",0,85.13,2.627,215,7.346
3,13/08/2010,Aug,"339,597",0,86.74,2.692,215,7.346
3,20/08/2010,Aug,"351,728",0,88.02,2.664,215,7.346
3,27/08/2010,Aug,"362,134",0,86.15,2.619,215,7.346
3,03/09/2010,Sep,"366,474",0,84.16,2.577,215,7.346
3,10/09/2010,Sep,"352,261",1,80.84,2.565,215,7.346
3,17/09/2010,Sep,"363,065",0,82.36,2.582,215,7.346
3,24/09/2010,Sep,"355,627",0,76.9,2.624,215,7.346
3,01/10/2010,Oct,"358,784",0,73.6,2.603,215,7.564
3,08/10/2010,Oct,"395,107",0,66.99,2.633,215,7.564
3,15/10/2010,Oct,"345,584",0,69.71,2.72,215,7.564
3,22/10/2010,Oct,"348,896",0,71.64,2.725,215,7.564
3,29/10/2010,Oct,"348,592",0,72.04,2.716,215,7.564
3,05/11/2010,Nov,"423,176",0,62.94,2.689,215,7.564
3,12/11/2010,Nov,"386,635",0,62.79,2.728,215,7.564
3,19/11/2010,Nov,"372,545",0,57.72,2.771,215,7.564
3,26/11/2010,Nov,"565,568",1,68.71,2.735,215,7.564
3,03/12/2010,Dec,"476,421",0,53.76,2.708,215,7.564
3,10/12/2010,Dec,"467,642",0,51.13,2.843,215,7.564
3,17/12/2010,Dec,"498,159",0,52.2,2.869,215,7.564
3,24/12/2010,Dec,"605,990",0,57.16,2.886,215,7.564
3,31/12/2010,Dec,"382,678",1,53.2,2.943,215,7.564
3,07/01/2011,Jan,"378,241",0,53.35,2.976,215,7.551
3,14/01/2011,Jan,"381,061",0,44.76,2.983,215,7.551
3,21/01/2011,Jan,"350,877",0,50.74,3.016,215,7.551
3,28/01/2011,Jan,"364,866",0,48.71,3.01,216,7.551
3,04/02/2011,Feb,"438,517",0,45.95,2.989,216,7.551
3,11/02/2011,Feb,"430,526",1,43.57,3.022,216,7.551
3,18/02/2011,Feb,"432,782",0,61.58,3.045,217,7.551
3,25/02/2011,Feb,"397,211",0,67.4,3.065,217,7.551
3,04/03/2011,Mar,"437,085",0,65.11,3.288,217,7.551
3,11/03/2011,Mar,"404,753",0,61.29,3.459,217,7.551
3,18/03/2011,Mar,"392,110",0,69.47,3.488,218,7.551
3,25/03/2011,Mar,"380,684",0,72.94,3.473,218,7.551
3,01/04/2011,Apr,"374,556",0,68.76,3.524,218,7.574
3,08/04/2011,Apr,"384,075",0,72.55,3.622,218,7.574
3,15/04/2011,Apr,"366,251",0,75.88,3.743,219,7.574
3,22/04/2011,Apr,"391,860",0,76.91,3.807,219,7.574
3,29/04/2011,Apr,"367,405",0,78.69,3.81,219,7.574
3,06/05/2011,May,"413,042",0,69.45,3.906,219,7.574
3,13/05/2011,May,"386,313",0,79.87,3.899,219,7.574
3,20/05/2011,May,"364,603",0,75.79,3.907,219,7.574
3,27/05/2011,May,"369,351",0,84.41,3.786,219,7.574
3,03/06/2011,Jun,"394,508",0,84.29,3.699,219,7.574
3,10/06/2011,Jun,"391,639",0,84.84,3.648,218,7.574
3,17/06/2011,Jun,"403,423",0,86.96,3.637,218,7.574
3,24/06/2011,Jun,"385,521",0,84.94,3.594,218,7.574
3,01/07/2011,Jul,"368,963",0,85.1,3.524,219,7.567
3,08/07/2011,Jul,"395,146",0,85.38,3.48,219,7.567
3,15/07/2011,Jul,"373,454",0,87.14,3.575,219,7.567
3,22/07/2011,Jul,"360,617",0,86.19,3.651,219,7.567
3,29/07/2011,Jul,"345,381",0,88.07,3.682,219,7.567
3,05/08/2011,Aug,"409,981",0,88.45,3.684,219,7.567
3,12/08/2011,Aug,"380,377",0,88.88,3.638,219,7.567
3,19/08/2011,Aug,"379,717",0,88.44,3.554,219,7.567
3,26/08/2011,Aug,"366,368",0,87.67,3.523,219,7.567
3,02/09/2011,Sep,"375,989",0,89.12,3.533,219,7.567
3,09/09/2011,Sep,"377,347",1,81.72,3.546,219,7.567
3,16/09/2011,Sep,"375,630",0,83.63,3.526,219,7.567
3,23/09/2011,Sep,"365,249",0,80.19,3.467,220,7.567
3,30/09/2011,Sep,"368,478",0,82.58,3.355,220,7.567
3,07/10/2011,Oct,"403,342",0,75.54,3.285,220,7.197
3,14/10/2011,Oct,"368,283",0,73.75,3.274,221,7.197
3,21/10/2011,Oct,"394,976",0,69.03,3.353,221,7.197
3,28/10/2011,Oct,"389,541",0,71.04,3.372,221,7.197
3,04/11/2011,Nov,"459,443",0,59.31,3.332,221,7.197
3,11/11/2011,Nov,"407,764",0,61.7,3.297,221,7.197
3,18/11/2011,Nov,"398,839",0,63.91,3.308,222,7.197
3,25/11/2011,Nov,"556,925",1,68,3.236,222,7.197
3,02/12/2011,Dec,"472,511",0,54.97,3.172,222,7.197
3,09/12/2011,Dec,"468,773",0,49.26,3.158,222,7.197
3,16/12/2011,Dec,"510,748",0,57.95,3.159,223,7.197
3,23/12/2011,Dec,"551,221",0,53.41,3.112,223,7.197
3,30/12/2011,Dec,"410,554",1,48.29,3.129,223,7.197
3,06/01/2012,Jan,"398,178",0,52.42,3.157,223,6.833
3,13/01/2012,Jan,"367,439",0,51.86,3.261,223,6.833
3,20/01/2012,Jan,"365,819",0,56.2,3.268,223,6.833
3,27/01/2012,Jan,"349,518",0,58.06,3.29,224,6.833
3,03/02/2012,Feb,"424,961",0,59.33,3.36,224,6.833
3,10/02/2012,Feb,"473,292",1,51.65,3.409,224,6.833
3,17/02/2012,Feb,"475,591",0,52.39,3.51,224,6.833
3,24/02/2012,Feb,"418,925",0,60.12,3.555,224,6.833
